Values	total	status	pValue
Min.	6	AfrAmr	0.655683786062889
1st Qu.	8	AfrAmr	0.655683786062889
Median	10	AfrAmr	0.655683786062889
Mean	17	AfrAmr	0.655683786062889
3rd Qu.	24.5	AfrAmr	0.655683786062889
Max.	38	AfrAmr	0.655683786062889
Min.	0	EurAmr	0.655683786062889
1st Qu.	8	EurAmr	0.655683786062889
Median	12	EurAmr	0.655683786062889
Mean	13.6280991735537	EurAmr	0.655683786062889
3rd Qu.	18	EurAmr	0.655683786062889
Max.	46	EurAmr	0.655683786062889
