Values	total	status	pValue
Min.	2	AfrAmr	0.9247778548471244
1st Qu.	2	AfrAmr	0.9247778548471244
Median	2	AfrAmr	0.9247778548471244
Mean	2.33333333333333	AfrAmr	0.9247778548471244
3rd Qu.	2.5	AfrAmr	0.9247778548471244
Max.	3	AfrAmr	0.9247778548471244
Min.	0	EurAmr	0.9247778548471244
1st Qu.	1	EurAmr	0.9247778548471244
Median	2	EurAmr	0.9247778548471244
Mean	2.78048780487805	EurAmr	0.9247778548471244
3rd Qu.	4	EurAmr	0.9247778548471244
Max.	9	EurAmr	0.9247778548471244
