Values	total	status	pValue
Min.	1	AfrAmr	0.0031798666134633924
1st Qu.	5	AfrAmr	0.0031798666134633924
Median	7	AfrAmr	0.0031798666134633924
Mean	8.05084745762712	AfrAmr	0.0031798666134633924
3rd Qu.	10.5	AfrAmr	0.0031798666134633924
Max.	21	AfrAmr	0.0031798666134633924
Min.	0	EurAmr	0.0031798666134633924
1st Qu.	7	EurAmr	0.0031798666134633924
Median	10	EurAmr	0.0031798666134633924
Mean	9.79396984924623	EurAmr	0.0031798666134633924
3rd Qu.	13	EurAmr	0.0031798666134633924
Max.	25	EurAmr	0.0031798666134633924
