Values	total	status	pValue
Min.	0	AfrAmr	0.0014241447685163348
1st Qu.	17.75	AfrAmr	0.0014241447685163348
Median	56	AfrAmr	0.0014241447685163348
Mean	65.8076923076923	AfrAmr	0.0014241447685163348
3rd Qu.	92	AfrAmr	0.0014241447685163348
Max.	344	AfrAmr	0.0014241447685163348
Min.	0	EurAmr	0.0014241447685163348
1st Qu.	6	EurAmr	0.0014241447685163348
Median	25	EurAmr	0.0014241447685163348
Mean	43.3170103092784	EurAmr	0.0014241447685163348
3rd Qu.	58.25	EurAmr	0.0014241447685163348
Max.	287	EurAmr	0.0014241447685163348
