Values	total	status	pValue
Min.	2	AfrAmr	0.9413247228188975
1st Qu.	3	AfrAmr	0.9413247228188975
Median	4	AfrAmr	0.9413247228188975
Mean	4.5	AfrAmr	0.9413247228188975
3rd Qu.	5.75	AfrAmr	0.9413247228188975
Max.	9	AfrAmr	0.9413247228188975
Min.	0	EurAmr	0.9413247228188975
1st Qu.	3	EurAmr	0.9413247228188975
Median	4	EurAmr	0.9413247228188975
Mean	4.9	EurAmr	0.9413247228188975
3rd Qu.	6	EurAmr	0.9413247228188975
Max.	27	EurAmr	0.9413247228188975
