Values	total	status	pValue
Min.	0	AfrAmr	0.17441409668999405
1st Qu.	0	AfrAmr	0.17441409668999405
Median	0	AfrAmr	0.17441409668999405
Mean	0.428571428571429	AfrAmr	0.17441409668999405
3rd Qu.	0.5	AfrAmr	0.17441409668999405
Max.	2	AfrAmr	0.17441409668999405
Min.	0	EurAmr	0.17441409668999405
1st Qu.	0	EurAmr	0.17441409668999405
Median	1	EurAmr	0.17441409668999405
Mean	1.59477124183007	EurAmr	0.17441409668999405
3rd Qu.	1	EurAmr	0.17441409668999405
Max.	99	EurAmr	0.17441409668999405
