Values	total	status	pValue
Min.	0	AfrAmr	0.1902166683373547
1st Qu.	1.75	AfrAmr	0.1902166683373547
Median	2.5	AfrAmr	0.1902166683373547
Mean	3.375	AfrAmr	0.1902166683373547
3rd Qu.	4.5	AfrAmr	0.1902166683373547
Max.	11	AfrAmr	0.1902166683373547
Min.	0	EurAmr	0.1902166683373547
1st Qu.	1	EurAmr	0.1902166683373547
Median	2	EurAmr	0.1902166683373547
Mean	3.03333333333333	EurAmr	0.1902166683373547
3rd Qu.	4	EurAmr	0.1902166683373547
Max.	81	EurAmr	0.1902166683373547
