Values	total	status	pValue
Min.	1	AfrAmr	0.042339090859087845
1st Qu.	28	AfrAmr	0.042339090859087845
Median	100	AfrAmr	0.042339090859087845
Mean	110.314285714286	AfrAmr	0.042339090859087845
3rd Qu.	176	AfrAmr	0.042339090859087845
Max.	383	AfrAmr	0.042339090859087845
Min.	0	EurAmr	0.042339090859087845
1st Qu.	15	EurAmr	0.042339090859087845
Median	50.5	EurAmr	0.042339090859087845
Mean	84.2391304347826	EurAmr	0.042339090859087845
3rd Qu.	114.25	EurAmr	0.042339090859087845
Max.	509	EurAmr	0.042339090859087845
