Values	total	status	pValue
Min.	0	AfrAmr	6.208049170292099e-4
1st Qu.	8	AfrAmr	6.208049170292099e-4
Median	22.5	AfrAmr	6.208049170292099e-4
Mean	24.0576923076923	AfrAmr	6.208049170292099e-4
3rd Qu.	33.25	AfrAmr	6.208049170292099e-4
Max.	102	AfrAmr	6.208049170292099e-4
Min.	0	EurAmr	6.208049170292099e-4
1st Qu.	3	EurAmr	6.208049170292099e-4
Median	9	EurAmr	6.208049170292099e-4
Mean	15.8994845360825	EurAmr	6.208049170292099e-4
3rd Qu.	20	EurAmr	6.208049170292099e-4
Max.	119	EurAmr	6.208049170292099e-4
