Values	total	status	pValue
Min.	2	AfrAmr	0.06457598844088161
1st Qu.	4	AfrAmr	0.06457598844088161
Median	4	AfrAmr	0.06457598844088161
Mean	3.6	AfrAmr	0.06457598844088161
3rd Qu.	4	AfrAmr	0.06457598844088161
Max.	4	AfrAmr	0.06457598844088161
Min.	0	EurAmr	0.06457598844088161
1st Qu.	1	EurAmr	0.06457598844088161
Median	2	EurAmr	0.06457598844088161
Mean	10.9107142857143	EurAmr	0.06457598844088161
3rd Qu.	3.25	EurAmr	0.06457598844088161
Max.	953	EurAmr	0.06457598844088161
