Values	total	status	pValue
Min.	6	AfrAmr	0.013029170868419744
1st Qu.	19	AfrAmr	0.013029170868419744
Median	21	AfrAmr	0.013029170868419744
Mean	24.4736842105263	AfrAmr	0.013029170868419744
3rd Qu.	30	AfrAmr	0.013029170868419744
Max.	57	AfrAmr	0.013029170868419744
Min.	3	EurAmr	0.013029170868419744
1st Qu.	21	EurAmr	0.013029170868419744
Median	30	EurAmr	0.013029170868419744
Mean	39.4117647058824	EurAmr	0.013029170868419744
3rd Qu.	53	EurAmr	0.013029170868419744
Max.	170	EurAmr	0.013029170868419744
