variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	0.26270689542023373	LUSC	mutect	0	1
5'UTR	0.34417324098380264	LUSC	mutect	0	1
Missense_Mutation	0.29352198078469116	LUSC	mutect	0	1
Nonsense_Mutation	0.6218352229920787	LUSC	mutect	0	1
Silent	0.3635183024824809	LUSC	mutect	0	1
