variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	0.2925438601859373	BLCA	mutect	0	1
5'UTR	0.8550318477002621	BLCA	mutect	0	1
Missense_Mutation	0.8755771979890484	BLCA	mutect	0	1
Nonsense_Mutation	0.6762234932784483	BLCA	mutect	0	1
Silent	0.8395852496399919	BLCA	mutect	0	1
