Values	total	status	pValue
Min.	27	female	0.0010459283914661488
1st Qu.	48	female	0.0010459283914661488
Median	73	female	0.0010459283914661488
Mean	74.2857142857143	female	0.0010459283914661488
3rd Qu.	89.5	female	0.0010459283914661488
Max.	145	female	0.0010459283914661488
Min.	68	male	0.0010459283914661488
1st Qu.	148	male	0.0010459283914661488
Median	215	male	0.0010459283914661488
Mean	404.705882352941	male	0.0010459283914661488
3rd Qu.	284	male	0.0010459283914661488
Max.	3722	male	0.0010459283914661488
