Values	total	status	pValue
Min.	1	female	0.002125274005277283
1st Qu.	26	female	0.002125274005277283
Median	89	female	0.002125274005277283
Mean	167.335820895522	female	0.002125274005277283
3rd Qu.	227	female	0.002125274005277283
Max.	1160	female	0.002125274005277283
Min.	1	male	0.002125274005277283
1st Qu.	46.75	male	0.002125274005277283
Median	145	male	0.002125274005277283
Mean	203.237288135593	male	0.002125274005277283
3rd Qu.	275.5	male	0.002125274005277283
Max.	1364	male	0.002125274005277283
