Values	total	status	pValue
Min.	6	white	0.9778233087163454
1st Qu.	182.75	white	0.9778233087163454
Median	252	white	0.9778233087163454
Mean	317.994186046512	white	0.9778233087163454
3rd Qu.	360.25	white	0.9778233087163454
Max.	3339	white	0.9778233087163454
Min.	96	black or african american	0.9778233087163454
1st Qu.	190	black or african american	0.9778233087163454
Median	254	black or african american	0.9778233087163454
Mean	273.034482758621	black or african american	0.9778233087163454
3rd Qu.	386	black or african american	0.9778233087163454
Max.	508	black or african american	0.9778233087163454
