Values	total	status	pValue
Min.	1	white	0.9070055999165733
1st Qu.	28	white	0.9070055999165733
Median	40	white	0.9070055999165733
Mean	152.614379084967	white	0.9070055999165733
3rd Qu.	55	white	0.9070055999165733
Max.	16789	white	0.9070055999165733
Min.	1	black or african american	0.9070055999165733
1st Qu.	30.5	black or african american	0.9070055999165733
Median	46	black or african american	0.9070055999165733
Mean	47.2857142857143	black or african american	0.9070055999165733
3rd Qu.	51	black or african american	0.9070055999165733
Max.	121	black or african american	0.9070055999165733
