Values	total	status	pValue
Min.	1	white	0.34554196314579344
1st Qu.	50.5	white	0.34554196314579344
Median	83	white	0.34554196314579344
Mean	96.2782608695652	white	0.34554196314579344
3rd Qu.	120	white	0.34554196314579344
Max.	531	white	0.34554196314579344
Min.	31	black or african american	0.34554196314579344
1st Qu.	86.75	black or african american	0.34554196314579344
Median	110.5	black or african american	0.34554196314579344
Mean	105	black or african american	0.34554196314579344
3rd Qu.	139.5	black or african american	0.34554196314579344
Max.	150	black or african american	0.34554196314579344
