Values	total	status	pValue
Min.	0	M	0.45088288248564207
1st Qu.	1	M	0.45088288248564207
Median	2	M	0.45088288248564207
Mean	3.28726287262873	M	0.45088288248564207
3rd Qu.	4	M	0.45088288248564207
Max.	74	M	0.45088288248564207
Min.	0	F	0.45088288248564207
1st Qu.	1	F	0.45088288248564207
Median	2	F	0.45088288248564207
Mean	3.27536231884058	F	0.45088288248564207
3rd Qu.	3	F	0.45088288248564207
Max.	26	F	0.45088288248564207
