Values	total	status	pValue
Min.	0	M	0.0519033468068421
1st Qu.	0	M	0.0519033468068421
Median	0	M	0.0519033468068421
Mean	0.545454545454545	M	0.0519033468068421
3rd Qu.	1	M	0.0519033468068421
Max.	2	M	0.0519033468068421
Min.	0	F	0.0519033468068421
1st Qu.	1	F	0.0519033468068421
Median	1	F	0.0519033468068421
Mean	1.2	F	0.0519033468068421
3rd Qu.	1	F	0.0519033468068421
Max.	3	F	0.0519033468068421
