Values	total	status	pValue
Min.	2	M	0.1591339703184133
1st Qu.	6	M	0.1591339703184133
Median	7	M	0.1591339703184133
Mean	18.7058823529412	M	0.1591339703184133
3rd Qu.	13	M	0.1591339703184133
Max.	173	M	0.1591339703184133
Min.	0	F	0.1591339703184133
1st Qu.	3	F	0.1591339703184133
Median	4	F	0.1591339703184133
Mean	5.57142857142857	F	0.1591339703184133
3rd Qu.	9	F	0.1591339703184133
Max.	11	F	0.1591339703184133
