Values	total	status	pValue
Min.	0	M	0.48971101577769255
1st Qu.	1	M	0.48971101577769255
Median	2	M	0.48971101577769255
Mean	2.65384615384615	M	0.48971101577769255
3rd Qu.	3	M	0.48971101577769255
Max.	12	M	0.48971101577769255
Min.	0	F	0.48971101577769255
1st Qu.	1	F	0.48971101577769255
Median	1	F	0.48971101577769255
Mean	2.61538461538462	F	0.48971101577769255
3rd Qu.	3	F	0.48971101577769255
Max.	10	F	0.48971101577769255
