Values	total	status	pValue
Min.	2	M	0.8276818678870326
1st Qu.	11.25	M	0.8276818678870326
Median	13	M	0.8276818678870326
Mean	13.5	M	0.8276818678870326
3rd Qu.	15.25	M	0.8276818678870326
Max.	28	M	0.8276818678870326
Min.	0	F	0.8276818678870326
1st Qu.	7	F	0.8276818678870326
Median	14	F	0.8276818678870326
Mean	9.66666666666667	F	0.8276818678870326
3rd Qu.	14.5	F	0.8276818678870326
Max.	15	F	0.8276818678870326
