Values	total	status	pValue
Min.	14	M	0.13907195707650682
1st Qu.	23	M	0.13907195707650682
Median	29	M	0.13907195707650682
Mean	46.7272727272727	M	0.13907195707650682
3rd Qu.	46.5	M	0.13907195707650682
Max.	198	M	0.13907195707650682
Min.	21	F	0.13907195707650682
1st Qu.	34.25	F	0.13907195707650682
Median	39	F	0.13907195707650682
Mean	55.7	F	0.13907195707650682
3rd Qu.	70.25	F	0.13907195707650682
Max.	128	F	0.13907195707650682
