Values	total	status	pValue
Min.	2	smoker	0.21838906774392106
1st Qu.	57	smoker	0.21838906774392106
Median	124	smoker	0.21838906774392106
Mean	170.58904109589	smoker	0.21838906774392106
3rd Qu.	261	smoker	0.21838906774392106
Max.	813	smoker	0.21838906774392106
Min.	16	non-smoker	0.21838906774392106
1st Qu.	48	non-smoker	0.21838906774392106
Median	93	non-smoker	0.21838906774392106
Mean	143.771428571429	non-smoker	0.21838906774392106
3rd Qu.	196	non-smoker	0.21838906774392106
Max.	652	non-smoker	0.21838906774392106
