Values	total	status	pValue
Min.	1	smoker	0.027685319458527934
1st Qu.	41	smoker	0.027685319458527934
Median	70	smoker	0.027685319458527934
Mean	114.101754385965	smoker	0.027685319458527934
3rd Qu.	122	smoker	0.027685319458527934
Max.	2506	smoker	0.027685319458527934
Min.	1	non-smoker	0.027685319458527934
1st Qu.	34	non-smoker	0.027685319458527934
Median	60.5	non-smoker	0.027685319458527934
Mean	94.0963302752294	non-smoker	0.027685319458527934
3rd Qu.	100.75	non-smoker	0.027685319458527934
Max.	2312	non-smoker	0.027685319458527934
