Values	total	status	pValue
Min.	3	smoker	0.07871514751819458
1st Qu.	12	smoker	0.07871514751819458
Median	13	smoker	0.07871514751819458
Mean	77.0909090909091	smoker	0.07871514751819458
3rd Qu.	29	smoker	0.07871514751819458
Max.	674	smoker	0.07871514751819458
Min.	3	non-smoker	0.07871514751819458
1st Qu.	8	non-smoker	0.07871514751819458
Median	11	non-smoker	0.07871514751819458
Mean	12.8	non-smoker	0.07871514751819458
3rd Qu.	16.5	non-smoker	0.07871514751819458
Max.	39	non-smoker	0.07871514751819458
