Values	total	status	pValue
Min.	1	smoker	0.6495247211897699
1st Qu.	111	smoker	0.6495247211897699
Median	162	smoker	0.6495247211897699
Mean	229.876146788991	smoker	0.6495247211897699
3rd Qu.	266	smoker	0.6495247211897699
Max.	2942	smoker	0.6495247211897699
Min.	3	non-smoker	0.6495247211897699
1st Qu.	88	non-smoker	0.6495247211897699
Median	192	non-smoker	0.6495247211897699
Mean	226.054054054054	non-smoker	0.6495247211897699
3rd Qu.	280	non-smoker	0.6495247211897699
Max.	683	non-smoker	0.6495247211897699
