Values	total	status	pValue
Min.	3	smoker	0.14249992234988895
1st Qu.	79	smoker	0.14249992234988895
Median	163	smoker	0.14249992234988895
Mean	201.615384615385	smoker	0.14249992234988895
3rd Qu.	248	smoker	0.14249992234988895
Max.	733	smoker	0.14249992234988895
Min.	3	non-smoker	0.14249992234988895
1st Qu.	12	non-smoker	0.14249992234988895
Median	63	non-smoker	0.14249992234988895
Mean	86.8571428571429	non-smoker	0.14249992234988895
3rd Qu.	155	non-smoker	0.14249992234988895
Max.	208	non-smoker	0.14249992234988895
