Values	total	status	pValue
Min.	0	NS	4.910659097724704e-4
1st Qu.	8.75	NS	4.910659097724704e-4
Median	17	NS	4.910659097724704e-4
Mean	29.202380952381	NS	4.910659097724704e-4
3rd Qu.	32.25	NS	4.910659097724704e-4
Max.	222	NS	4.910659097724704e-4
Min.	0	S	4.910659097724704e-4
1st Qu.	15	S	4.910659097724704e-4
Median	28	S	4.910659097724704e-4
Mean	37.4694835680751	S	4.910659097724704e-4
3rd Qu.	49	S	4.910659097724704e-4
Max.	171	S	4.910659097724704e-4
