Values	total	status	pValue
Min.	0	NS	0.20369501567269668
1st Qu.	1	NS	0.20369501567269668
Median	1.5	NS	0.20369501567269668
Mean	2.5	NS	0.20369501567269668
3rd Qu.	3.25	NS	0.20369501567269668
Max.	8	NS	0.20369501567269668
Min.	0	S	0.20369501567269668
1st Qu.	1	S	0.20369501567269668
Median	1	S	0.20369501567269668
Mean	1.30769230769231	S	0.20369501567269668
3rd Qu.	1	S	0.20369501567269668
Max.	6	S	0.20369501567269668
