Values	total	status	pValue
Min.	0	NS	0.0026680527912231167
1st Qu.	2	NS	0.0026680527912231167
Median	5	NS	0.0026680527912231167
Mean	7.96330275229358	NS	0.0026680527912231167
3rd Qu.	8.75	NS	0.0026680527912231167
Max.	88	NS	0.0026680527912231167
Min.	0	S	0.0026680527912231167
1st Qu.	3	S	0.0026680527912231167
Median	6	S	0.0026680527912231167
Mean	11.9721254355401	S	0.0026680527912231167
3rd Qu.	11	S	0.0026680527912231167
Max.	161	S	0.0026680527912231167
