Values	total	status	pValue
Min.	0	NS	0.17396523176740475
1st Qu.	0	NS	0.17396523176740475
Median	0	NS	0.17396523176740475
Mean	0.3	NS	0.17396523176740475
3rd Qu.	0.25	NS	0.17396523176740475
Max.	2	NS	0.17396523176740475
Min.	1	S	0.17396523176740475
1st Qu.	1	S	0.17396523176740475
Median	1	S	0.17396523176740475
Mean	1	S	0.17396523176740475
3rd Qu.	1	S	0.17396523176740475
Max.	1	S	0.17396523176740475
