Values	total	status	pValue
Min.	0	NS	0.07047894198775681
1st Qu.	1	NS	0.07047894198775681
Median	2	NS	0.07047894198775681
Mean	3.11607142857143	NS	0.07047894198775681
3rd Qu.	4	NS	0.07047894198775681
Max.	37	NS	0.07047894198775681
Min.	0	S	0.07047894198775681
1st Qu.	1	S	0.07047894198775681
Median	3	S	0.07047894198775681
Mean	4.136	S	0.07047894198775681
3rd Qu.	4	S	0.07047894198775681
Max.	27	S	0.07047894198775681
