Values	total	status	pValue
Min.	0	NS	8.519824026222426e-6
1st Qu.	1.5	NS	8.519824026222426e-6
Median	4	NS	8.519824026222426e-6
Mean	27.2380952380952	NS	8.519824026222426e-6
3rd Qu.	42	NS	8.519824026222426e-6
Max.	324	NS	8.519824026222426e-6
Min.	0	S	8.519824026222426e-6
1st Qu.	12.25	S	8.519824026222426e-6
Median	34.5	S	8.519824026222426e-6
Mean	51.9909090909091	S	8.519824026222426e-6
3rd Qu.	68.25	S	8.519824026222426e-6
Max.	569	S	8.519824026222426e-6
