Values	total	status	pValue
Min.	0	NS	0.15309567381443032
1st Qu.	1	NS	0.15309567381443032
Median	3	NS	0.15309567381443032
Mean	3.00793650793651	NS	0.15309567381443032
3rd Qu.	5	NS	0.15309567381443032
Max.	11	NS	0.15309567381443032
Min.	0	S	0.15309567381443032
1st Qu.	2	S	0.15309567381443032
Median	3	S	0.15309567381443032
Mean	3.72093023255814	S	0.15309567381443032
3rd Qu.	5	S	0.15309567381443032
Max.	13	S	0.15309567381443032
