Values	total	status	pValue
Min.	1	NS	0.2
1st Qu.	1.5	NS	0.2
Median	2	NS	0.2
Mean	2	NS	0.2
3rd Qu.	2.5	NS	0.2
Max.	3	NS	0.2
Min.	61	S	0.2
1st Qu.	89	S	0.2
Median	117	S	0.2
Mean	100.333333333333	S	0.2
3rd Qu.	120	S	0.2
Max.	123	S	0.2
