Values	total	status	pValue
Min.	1	NS	0.8543490197022119
1st Qu.	2	NS	0.8543490197022119
Median	2	NS	0.8543490197022119
Mean	5.125	NS	0.8543490197022119
3rd Qu.	5.25	NS	0.8543490197022119
Max.	17	NS	0.8543490197022119
Min.	0	S	0.8543490197022119
1st Qu.	2	S	0.8543490197022119
Median	4	S	0.8543490197022119
Mean	4.23076923076923	S	0.8543490197022119
3rd Qu.	6	S	0.8543490197022119
Max.	13	S	0.8543490197022119
