Values	total	status	pValue
Min.	0	NS	0.945113291268795
1st Qu.	0	NS	0.945113291268795
Median	0.5	NS	0.945113291268795
Mean	1.125	NS	0.945113291268795
3rd Qu.	1.5	NS	0.945113291268795
Max.	4	NS	0.945113291268795
Min.	0	S	0.945113291268795
1st Qu.	0.25	S	0.945113291268795
Median	1	S	0.945113291268795
Mean	0.833333333333333	S	0.945113291268795
3rd Qu.	1	S	0.945113291268795
Max.	2	S	0.945113291268795
