Values	total	status	pValue
Min.	4	M	0.5026282385002461
1st Qu.	6	M	0.5026282385002461
Median	6	M	0.5026282385002461
Mean	8	M	0.5026282385002461
3rd Qu.	10	M	0.5026282385002461
Max.	16	M	0.5026282385002461
Min.	0	F	0.5026282385002461
1st Qu.	2	F	0.5026282385002461
Median	3	F	0.5026282385002461
Mean	18.4	F	0.5026282385002461
3rd Qu.	13	F	0.5026282385002461
Max.	74	F	0.5026282385002461
