Values	total	status	pValue
Min.	0	M	0.004206083408948713
1st Qu.	3	M	0.004206083408948713
Median	5	M	0.004206083408948713
Mean	10.3483606557377	M	0.004206083408948713
3rd Qu.	8	M	0.004206083408948713
Max.	375	M	0.004206083408948713
Min.	0	F	0.004206083408948713
1st Qu.	2	F	0.004206083408948713
Median	4	F	0.004206083408948713
Mean	7.00840336134454	F	0.004206083408948713
3rd Qu.	6	F	0.004206083408948713
Max.	121	F	0.004206083408948713
