Values	total	status	pValue
Min.	0	M	0.00433624341312493
1st Qu.	16	M	0.00433624341312493
Median	31	M	0.00433624341312493
Mean	40.21875	M	0.00433624341312493
3rd Qu.	48.5	M	0.00433624341312493
Max.	216	M	0.00433624341312493
Min.	0	F	0.00433624341312493
1st Qu.	9.5	F	0.00433624341312493
Median	21	F	0.00433624341312493
Mean	32.1017964071856	F	0.00433624341312493
3rd Qu.	40.5	F	0.00433624341312493
Max.	243	F	0.00433624341312493
