Values	total	status	pValue
Min.	0	M	0.2501930001454971
1st Qu.	3	M	0.2501930001454971
Median	6	M	0.2501930001454971
Mean	18.9365079365079	M	0.2501930001454971
3rd Qu.	9	M	0.2501930001454971
Max.	553	M	0.2501930001454971
Min.	0	F	0.2501930001454971
1st Qu.	4	F	0.2501930001454971
Median	7	F	0.2501930001454971
Mean	18.775	F	0.2501930001454971
3rd Qu.	26.5	F	0.2501930001454971
Max.	142	F	0.2501930001454971
