Values	total	status	pValue
Min.	0	M	0.5858705214566644
1st Qu.	23	M	0.5858705214566644
Median	37	M	0.5858705214566644
Mean	48.0798898071625	M	0.5858705214566644
3rd Qu.	62	M	0.5858705214566644
Max.	444	M	0.5858705214566644
Min.	0	F	0.5858705214566644
1st Qu.	22.25	F	0.5858705214566644
Median	42	F	0.5858705214566644
Mean	52.2380952380952	F	0.5858705214566644
3rd Qu.	61.75	F	0.5858705214566644
Max.	317	F	0.5858705214566644
