Values	total	status	pValue
Min.	0	M	0.6262722985409359
1st Qu.	0	M	0.6262722985409359
Median	0	M	0.6262722985409359
Mean	0.641025641025641	M	0.6262722985409359
3rd Qu.	1	M	0.6262722985409359
Max.	3	M	0.6262722985409359
Min.	0	F	0.6262722985409359
1st Qu.	0	F	0.6262722985409359
Median	0	F	0.6262722985409359
Mean	0.740740740740741	F	0.6262722985409359
3rd Qu.	1	F	0.6262722985409359
Max.	3	F	0.6262722985409359
