Values	total	status	pValue
Min.	1	M	1
1st Qu.	1	M	1
Median	2	M	1
Mean	2.54545454545455	M	1
3rd Qu.	2.5	M	1
Max.	9	M	1
Min.	0	F	1
1st Qu.	1	F	1
Median	2	F	1
Mean	2.5	F	1
3rd Qu.	4.5	F	1
Max.	6	F	1
