variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	0.017004756651149464	LIHC	somaticsniper	1	1
5'UTR	0.2604097875035626	LIHC	somaticsniper	0	1
Missense_Mutation	0.014177773967998648	LIHC	somaticsniper	1	1
Nonsense_Mutation	0.5034090219026953	LIHC	somaticsniper	0	1
Silent	0.01288334527146137	LIHC	somaticsniper	1	1
