variant_classification	pValue	Cancer	Pipeline	sig	loc
3'UTR	0.010633913839319496	LUAD	somaticsniper	1	1
5'UTR	0.13646873026478382	LUAD	somaticsniper	0	1
Missense_Mutation	0.0027782030456258685	LUAD	somaticsniper	1	1
Nonsense_Mutation	0.06955525672482121	LUAD	somaticsniper	0	1
Silent	8.236570974106567e-4	LUAD	somaticsniper	1	1
