variant_classification	pValue	Cancer	Pipeline	sig	loc
Missense_Mutation	0.3847183474333415	KICH	somaticsniper	0	1
Silent	0.5350196925197263	KICH	somaticsniper	0	1
3'UTR	0.23297450566213415	KICH	somaticsniper	0	1
Nonsense_Mutation	0.08742049851503969	KICH	somaticsniper	0	1
5'UTR	0.13139865259425854	KICH	somaticsniper	0	1
