Values	total	status	pValue
Min.	1	white	0.20134166567053607
1st Qu.	61	white	0.20134166567053607
Median	95	white	0.20134166567053607
Mean	148.064665127021	white	0.20134166567053607
3rd Qu.	146	white	0.20134166567053607
Max.	3104	white	0.20134166567053607
Min.	15	black or african american	0.20134166567053607
1st Qu.	81.5	black or african american	0.20134166567053607
Median	106	black or african american	0.20134166567053607
Mean	122	black or african american	0.20134166567053607
3rd Qu.	146.5	black or african american	0.20134166567053607
Max.	396	black or african american	0.20134166567053607
