Values	total	status	pValue
Min.	1	white	0.4264559044293313
1st Qu.	91	white	0.4264559044293313
Median	166	white	0.4264559044293313
Mean	248.425076452599	white	0.4264559044293313
3rd Qu.	291	white	0.4264559044293313
Max.	3804	white	0.4264559044293313
Min.	46	black or african american	0.4264559044293313
1st Qu.	86	black or african american	0.4264559044293313
Median	159	black or african american	0.4264559044293313
Mean	179.304347826087	black or african american	0.4264559044293313
3rd Qu.	239	black or african american	0.4264559044293313
Max.	427	black or african american	0.4264559044293313
