Values	total	status	pValue
Min.	8	white	0.5854631065888928
1st Qu.	58	white	0.5854631065888928
Median	113	white	0.5854631065888928
Mean	455.797101449275	white	0.5854631065888928
3rd Qu.	285	white	0.5854631065888928
Max.	7146	white	0.5854631065888928
Min.	55	black or african american	0.5854631065888928
1st Qu.	65.5	black or african american	0.5854631065888928
Median	79.5	black or african american	0.5854631065888928
Mean	113	black or african american	0.5854631065888928
3rd Qu.	127	black or african american	0.5854631065888928
Max.	238	black or african american	0.5854631065888928
