Values	total	status	pValue
Min.	1	white	0.37348223202338965
1st Qu.	59.25	white	0.37348223202338965
Median	110.5	white	0.37348223202338965
Mean	339.959259259259	white	0.37348223202338965
3rd Qu.	213	white	0.37348223202338965
Max.	7146	white	0.37348223202338965
Min.	38	black or african american	0.37348223202338965
1st Qu.	55	black or african american	0.37348223202338965
Median	70	black or african american	0.37348223202338965
Mean	304.307692307692	black or african american	0.37348223202338965
3rd Qu.	110	black or african american	0.37348223202338965
Max.	1619	black or african american	0.37348223202338965
