Values	total	status	pValue
Min.	3	white	0.0413413959403572
1st Qu.	91	white	0.0413413959403572
Median	163	white	0.0413413959403572
Mean	233.458823529412	white	0.0413413959403572
3rd Qu.	333	white	0.0413413959403572
Max.	976	white	0.0413413959403572
Min.	15	black or african american	0.0413413959403572
1st Qu.	79.5	black or african american	0.0413413959403572
Median	119	black or african american	0.0413413959403572
Mean	135.842105263158	black or african american	0.0413413959403572
3rd Qu.	155.5	black or african american	0.0413413959403572
Max.	396	black or african american	0.0413413959403572
