Values	total	status	pValue
Min.	1	white	0.44879888344941293
1st Qu.	69	white	0.44879888344941293
Median	127	white	0.44879888344941293
Mean	200.847826086957	white	0.44879888344941293
3rd Qu.	239.25	white	0.44879888344941293
Max.	3722	white	0.44879888344941293
Min.	27	black or african american	0.44879888344941293
1st Qu.	68	black or african american	0.44879888344941293
Median	113	black or african american	0.44879888344941293
Mean	141.260869565217	black or african american	0.44879888344941293
3rd Qu.	215.5	black or african american	0.44879888344941293
Max.	323	black or african american	0.44879888344941293
