Values	total	status	pValue
Min.	4	white	0.2475159067282025
1st Qu.	35	white	0.2475159067282025
Median	50	white	0.2475159067282025
Mean	51.1959798994975	white	0.2475159067282025
3rd Qu.	69.5	white	0.2475159067282025
Max.	119	white	0.2475159067282025
Min.	3	black or african american	0.2475159067282025
1st Qu.	24.75	black or african american	0.2475159067282025
Median	43	black or african american	0.2475159067282025
Mean	47.8448275862069	black or african american	0.2475159067282025
3rd Qu.	64.75	black or african american	0.2475159067282025
Max.	128	black or african american	0.2475159067282025
