Values	total	status	pValue
Min.	0	M	0.9474246407013298
1st Qu.	1.25	M	0.9474246407013298
Median	2.5	M	0.9474246407013298
Mean	2	M	0.9474246407013298
3rd Qu.	3	M	0.9474246407013298
Max.	3	M	0.9474246407013298
Min.	0	F	0.9474246407013298
1st Qu.	1	F	0.9474246407013298
Median	2	F	0.9474246407013298
Mean	2.375	F	0.9474246407013298
3rd Qu.	3.25	F	0.9474246407013298
Max.	6	F	0.9474246407013298
