Values	total	status	pValue
Min.	0	M	0.8705571392292112
1st Qu.	2	M	0.8705571392292112
Median	4	M	0.8705571392292112
Mean	5.1	M	0.8705571392292112
3rd Qu.	6	M	0.8705571392292112
Max.	21	M	0.8705571392292112
Min.	0	F	0.8705571392292112
1st Qu.	1.25	F	0.8705571392292112
Median	4	F	0.8705571392292112
Mean	4.80434782608696	F	0.8705571392292112
3rd Qu.	7	F	0.8705571392292112
Max.	16	F	0.8705571392292112
