Values	total	status	pValue
Min.	0	M	0.4328555560923219
1st Qu.	15	M	0.4328555560923219
Median	25	M	0.4328555560923219
Mean	31.0440771349862	M	0.4328555560923219
3rd Qu.	42	M	0.4328555560923219
Max.	253	M	0.4328555560923219
Min.	0	F	0.4328555560923219
1st Qu.	14	F	0.4328555560923219
Median	27	F	0.4328555560923219
Mean	33.9212598425197	F	0.4328555560923219
3rd Qu.	46	F	0.4328555560923219
Max.	161	F	0.4328555560923219
