Values	total	status	pValue
Min.	0	M	0.09163222360012516
1st Qu.	0	M	0.09163222360012516
Median	0	M	0.09163222360012516
Mean	0.611111111111111	M	0.09163222360012516
3rd Qu.	1	M	0.09163222360012516
Max.	6	M	0.09163222360012516
Min.	0	F	0.09163222360012516
1st Qu.	0	F	0.09163222360012516
Median	1.5	F	0.09163222360012516
Mean	1.125	F	0.09163222360012516
3rd Qu.	2	F	0.09163222360012516
Max.	2	F	0.09163222360012516
