Values	total	status	pValue
Min.	1	M	0.41193309316365695
1st Qu.	6	M	0.41193309316365695
Median	10	M	0.41193309316365695
Mean	11.3367346938776	M	0.41193309316365695
3rd Qu.	13.25	M	0.41193309316365695
Max.	125	M	0.41193309316365695
Min.	0	F	0.41193309316365695
1st Qu.	5	F	0.41193309316365695
Median	10	F	0.41193309316365695
Mean	9.61666666666667	F	0.41193309316365695
3rd Qu.	12.25	F	0.41193309316365695
Max.	30	F	0.41193309316365695
