Values	total	status	pValue
Min.	0	M	0.06208941870758056
1st Qu.	7	M	0.06208941870758056
Median	13	M	0.06208941870758056
Mean	13.56	M	0.06208941870758056
3rd Qu.	20	M	0.06208941870758056
Max.	43	M	0.06208941870758056
Min.	8	F	0.06208941870758056
1st Qu.	14.25	F	0.06208941870758056
Median	19	F	0.06208941870758056
Mean	23.5	F	0.06208941870758056
3rd Qu.	26	F	0.06208941870758056
Max.	55	F	0.06208941870758056
