Values	total	status	pValue
Min.	17	smoker	0.0012651337591648307
1st Qu.	56.5	smoker	0.0012651337591648307
Median	76	smoker	0.0012651337591648307
Mean	76.4186046511628	smoker	0.0012651337591648307
3rd Qu.	99.5	smoker	0.0012651337591648307
Max.	142	smoker	0.0012651337591648307
Min.	7	non-smoker	0.0012651337591648307
1st Qu.	36	non-smoker	0.0012651337591648307
Median	58	non-smoker	0.0012651337591648307
Mean	57.7222222222222	non-smoker	0.0012651337591648307
3rd Qu.	78	non-smoker	0.0012651337591648307
Max.	119	non-smoker	0.0012651337591648307
