Values	total	status	pValue
Min.	6	smoker	0.051473216611965814
1st Qu.	15	smoker	0.051473216611965814
Median	23	smoker	0.051473216611965814
Mean	87.9090909090909	smoker	0.051473216611965814
3rd Qu.	34.5	smoker	0.051473216611965814
Max.	748	smoker	0.051473216611965814
Min.	5	non-smoker	0.051473216611965814
1st Qu.	11	non-smoker	0.051473216611965814
Median	14	non-smoker	0.051473216611965814
Mean	17.4545454545455	non-smoker	0.051473216611965814
3rd Qu.	22	non-smoker	0.051473216611965814
Max.	58	non-smoker	0.051473216611965814
